mission_id,person_id,start_city,end_city,start_date,end_date,event,real_move,travel_type,vehicle_type,is_return_trip,km,parking_cost,hotel_cost,plane_cost,reimbursement,total_cost,nearest_airport,first_name,last_name,home_address,admin_address,admin_city,has_car,car_type_x,car_model,car_capacity,fiscal_hp,car_type_y,co2_per_km,energy_per_km,start_hour,cluster_agnes
264,264,Montbéliard,Dijon,2025-05-04 18:30:00,2025-05-06 18:15:00,Conference,True,car,Audi A4,0,744,20,200,0,150,370,,Laurence,Da Silva,"776, boulevard Anouk Laine, 46351 Pierreboeuf","Université de Franche-Comté, Montbéliard",Montbéliard,True,gasoline,Audi A4,5.0,8.0,gasoline,0.185,,18,3
265,265,Belfort,Dijon,2025-05-06 13:15:00,2025-05-08 18:30:00,Meeting,True,car,Peugeot 208,1,564,20,200,0,53,273,,Guy,Morvan,"avenue Hugues Mendès, 83973 Lecomte","Université de Franche-Comté, Belfort",Belfort,True,diesel,Peugeot 208,5.0,4.0,diesel,0.155,,13,1
266,266,Belfort,Paris,2025-05-02 20:30:00,2025-05-04 16:00:00,Meeting,True,plane,,1,446,0,200,120,110,430,Basel-Mulhouse,Adèle,Boutin,"rue de Joseph, 46482 Roux","Université de Franche-Comté, Belfort",Belfort,False,,,,,,,,20,4
267,267,Montbéliard,Nice,2025-05-05 13:30:00,2025-05-06 20:15:00,Conference,True,plane,,1,280,0,100,120,106,326,Basel-Mulhouse,Adrienne,Fournier,"avenue de Gillet, 13997 Paul","Université de Franche-Comté, Montbéliard",Montbéliard,False,,,,,,,,13,2
268,268,Besançon,Paris,2025-05-11 20:00:00,2025-05-14 16:00:00,Conference,True,plane,,1,479,0,300,120,128,548,Dole-Jura,Susanne,Lacombe,"84, boulevard de Joly, 81249 Vincent-sur-Mer","Université de Franche-Comté, Besançon",Besançon,True,electric,Tesla Model 3,5.0,8.0,electric,0.03,0.15,20,9
269,269,Belfort,Strasbourg,2025-05-01 10:30:00,2025-05-03 13:15:00,Training,True,plane,,1,537,0,200,120,127,447,Basel-Mulhouse,Margot,Brun,"889, rue Michelle Lefebvre, 01648 Saint Georgesboeuf","Université de Franche-Comté, Belfort",Belfort,True,diesel,Peugeot 208,5.0,7.0,diesel,0.155,,10,1
270,270,Besançon,Dijon,2025-05-09 19:15:00,2025-05-12 09:45:00,Training,True,plane,,0,215,0,300,120,55,475,Dole-Jura,Gabrielle,Peltier,"7, rue David, 20577 Millet-la-Forêt","Université de Franche-Comté, Besançon",Besançon,True,gasoline,Fiat Panda,4.0,9.0,gasoline,0.17,,19,8
271,271,Montbéliard,Paris,2025-05-03 18:15:00,2025-05-05 11:45:00,Meeting,True,plane,,1,615,0,200,120,62,382,Basel-Mulhouse,Guillaume,Barbe,"7, boulevard Julien Parent, 52462 Marchand","Université de Franche-Comté, Montbéliard",Montbéliard,True,gasoline,Fiat Panda,4.0,4.0,gasoline,0.17,,18,1
272,272,Belfort,Nice,2025-05-08 18:00:00,2025-05-10 09:15:00,Training,True,plane,,0,492,0,200,120,83,403,Basel-Mulhouse,Adrienne,Masse,"99, rue de Rivière, 49960 Martel-sur-Dupont","Université de Franche-Comté, Belfort",Belfort,True,gasoline,Fiat Panda,4.0,4.0,gasoline,0.17,,18,6
273,273,Belfort,Dijon,2025-05-05 17:15:00,2025-05-07 12:00:00,Conference,True,car,,0,712,20,200,0,73,293,,Andrée,Gilles,"13, rue de Leblanc, 81214 Sainte Mariannenec","Université de Franche-Comté, Belfort",Belfort,False,,,,,,,,17,3
274,274,Besançon,Toulouse,2025-05-04 11:30:00,2025-05-05 19:00:00,Conference,True,plane,,1,426,0,100,120,94,314,Dole-Jura,Roland,Pascal,"56, chemin Rossi, 29859 Gonzalez","Université de Franche-Comté, Besançon",Besançon,False,,,,,,,,11,2
275,275,Besançon,Lyon,2025-05-11 07:15:00,2025-05-14 20:30:00,Conference,True,plane,,1,505,0,300,120,83,503,Dole-Jura,Jules,Dijoux,"avenue Coste, 60784 Charles","Université de Franche-Comté, Besançon",Besançon,True,gasoline,Fiat Panda,4.0,8.0,gasoline,0.17,,7,1
276,276,Montbéliard,Dijon,2025-05-09 13:15:00,2025-05-11 15:15:00,Conference,True,car,Fiat Panda,1,151,20,200,0,139,359,,Georges,Wagner,"4, rue de Fabre, 45789 Fleury-sur-Lesage","Université de Franche-Comté, Montbéliard",Montbéliard,True,gasoline,Fiat Panda,4.0,10.0,gasoline,0.17,,13,2
277,277,Besançon,Marseille,2025-05-08 19:45:00,2025-05-11 15:45:00,Training,True,plane,,0,620,0,300,120,52,472,Dole-Jura,Alexandrie,Legendre,"482, avenue Tristan Grégoire, 83723 Benard","Université de Franche-Comté, Besançon",Besançon,True,diesel,Renault Clio,5.0,5.0,diesel,0.16,,19,6
278,278,Besançon,Toulouse,2025-05-09 15:45:00,2025-05-11 10:15:00,Training,True,car,Toyota Prius,1,645,20,200,0,123,343,,Maurice,Lacombe,"avenue Stéphane Riou, 24129 Sainte Chantaldan","Université de Franche-Comté, Besançon",Besançon,True,hybrid,Toyota Prius,5.0,8.0,hybrid,0.1,,15,7
279,279,Belfort,Nice,2025-05-03 20:00:00,2025-05-06 09:30:00,Conference,True,plane,,1,142,0,300,120,74,494,Basel-Mulhouse,William,Simon,"771, rue de Camus, 57198 Berger","Université de Franche-Comté, Belfort",Belfort,False,,,,,,,,20,4
280,280,Belfort,Toulouse,2025-05-05 06:45:00,2025-05-06 06:15:00,Training,True,car,Peugeot 208,0,327,10,100,0,83,193,,Valérie,Lecomte,"61, rue Benard, 94354 Saint Patrick","Université de Franche-Comté, Belfort",Belfort,True,diesel,Peugeot 208,5.0,8.0,diesel,0.155,,6,5
281,281,Montbéliard,Lyon,2025-05-08 09:15:00,2025-05-09 16:15:00,Training,True,plane,,1,292,0,100,120,97,317,Basel-Mulhouse,Philippe,Morvan,"465, rue Chevallier, 18195 Rodrigueznec","Université de Franche-Comté, Montbéliard",Montbéliard,False,,,,,,,,9,2
282,282,Montbéliard,Paris,2025-05-06 20:30:00,2025-05-09 20:00:00,Training,True,plane,,0,503,0,300,120,61,481,Basel-Mulhouse,Maurice,Riou,"68, rue Lebrun, 04604 Auger","Université de Franche-Comté, Montbéliard",Montbéliard,False,,,,,,,,20,6
283,283,Besançon,Marseille,2025-05-06 06:00:00,2025-05-09 07:30:00,Meeting,True,plane,,1,183,0,300,120,95,515,Dole-Jura,Corinne,Robert,"3, avenue Gérard, 07263 Saint ManonBourg","Université de Franche-Comté, Besançon",Besançon,True,gasoline,Fiat Panda,4.0,5.0,gasoline,0.17,,6,4
284,284,Montbéliard,Nice,2025-05-01 07:15:00,2025-05-02 11:45:00,Meeting,True,plane,,0,179,0,100,120,148,368,Basel-Mulhouse,Isaac,Vaillant,"85, chemin Georges Fernandes, 72522 Mallet","Université de Franche-Comté, Montbéliard",Montbéliard,False,,,,,,,,7,8
285,285,Belfort,Dijon,2025-05-08 12:15:00,2025-05-11 11:00:00,Conference,True,plane,,0,589,0,300,120,102,522,Basel-Mulhouse,Célina,Dufour,"78, rue Gérard Traore, 33404 Delorme","Université de Franche-Comté, Belfort",Belfort,True,diesel,Renault Clio,5.0,8.0,diesel,0.16,,12,6
286,286,Belfort,Toulouse,2025-05-06 11:45:00,2025-05-08 19:15:00,Conference,True,plane,,0,192,0,200,120,118,438,Basel-Mulhouse,Lucas,Pons,"555, avenue Blanchard, 69158 Weiss-sur-Baudry","Université de Franche-Comté, Belfort",Belfort,True,hybrid,Toyota Prius,5.0,4.0,hybrid,0.1,,11,0
287,287,Besançon,Paris,2025-05-10 11:45:00,2025-05-11 18:30:00,Meeting,True,car,Renault Clio,1,602,10,100,0,86,196,,Zoé,Pichon,"8, rue Capucine Bertin, 39465 Godard","Université de Franche-Comté, Besançon",Besançon,True,diesel,Renault Clio,5.0,10.0,diesel,0.16,,11,1
288,288,Belfort,Marseille,2025-05-05 16:15:00,2025-05-07 12:00:00,Conference,True,car,,0,562,20,200,0,62,282,,Vincent,Potier,"62, rue Bernard Morin, 83324 RémyVille","Université de Franche-Comté, Belfort",Belfort,False,,,,,,,,16,5
289,289,Belfort,Strasbourg,2025-05-03 14:15:00,2025-05-05 16:30:00,Meeting,True,plane,,0,419,0,200,120,149,469,Basel-Mulhouse,Margot,Berthelot,"boulevard Christiane Monnier, 49978 Paul-sur-Laine","Université de Franche-Comté, Belfort",Belfort,True,hybrid,Toyota Prius,5.0,4.0,hybrid,0.1,,14,0
290,290,Besançon,Lyon,2025-05-06 10:30:00,2025-05-09 19:15:00,Meeting,True,car,Toyota Prius,0,215,30,300,0,81,411,,Henriette,Bouvet,"98, rue André Lemonnier, 16505 Rodrigues","Université de Franche-Comté, Besançon",Besançon,True,hybrid,Toyota Prius,5.0,7.0,hybrid,0.1,,10,0
291,291,Belfort,Paris,2025-05-06 14:45:00,2025-05-09 06:15:00,Conference,True,plane,,0,476,0,300,120,92,512,Basel-Mulhouse,Richard,Guillet,"rue Lucas Moreno, 29178 PichonBourg","Université de Franche-Comté, Belfort",Belfort,True,electric,Tesla Model 3,5.0,8.0,electric,0.03,0.15,14,0
292,292,Belfort,Marseille,2025-05-05 13:00:00,2025-05-08 09:00:00,Meeting,True,plane,,1,655,0,300,120,126,546,Basel-Mulhouse,Marcelle,Rocher,"44, avenue de Traore, 58740 Marchand","Université de Franche-Comté, Belfort",Belfort,True,diesel,Peugeot 208,5.0,8.0,diesel,0.155,,13,1
293,293,Besançon,Dijon,2025-05-06 12:30:00,2025-05-07 16:00:00,Meeting,True,car,Audi A4,1,435,10,100,0,142,252,,Juliette,Barbier,"901, boulevard de Pons, 45814 Pereira","Université de Franche-Comté, Besançon",Besançon,True,gasoline,Audi A4,5.0,7.0,gasoline,0.185,,12,2
294,294,Belfort,Marseille,2025-05-02 20:00:00,2025-05-03 12:30:00,Conference,True,car,Peugeot 208,1,427,10,100,0,95,205,,Zacharie,Allard,"rue Gabriel Boucher, 85477 Da Silva","Université de Franche-Comté, Belfort",Belfort,True,diesel,Peugeot 208,5.0,9.0,diesel,0.155,,20,2
295,295,Montbéliard,Marseille,2025-05-03 12:45:00,2025-05-04 10:00:00,Training,True,plane,,1,220,0,100,120,89,309,Basel-Mulhouse,Colette,Thomas,"772, boulevard Royer, 09835 Texier","Université de Franche-Comté, Montbéliard",Montbéliard,True,hybrid,Toyota Prius,5.0,6.0,hybrid,0.1,,12,2
296,296,Montbéliard,Strasbourg,2025-05-09 09:00:00,2025-05-11 15:15:00,Meeting,True,plane,,0,455,0,200,120,150,470,Basel-Mulhouse,Vincent,Ledoux,"7, chemin Zoé Mallet, 50372 Renard-sur-Mer","Université de Franche-Comté, Montbéliard",Montbéliard,False,,,,,,,,9,6
297,297,Besançon,Lyon,2025-05-06 09:00:00,2025-05-07 14:00:00,Training,True,plane,,0,344,0,100,120,87,307,Dole-Jura,Christelle,Verdier,"39, chemin de Neveu, 57445 Diaz-les-Bains","Université de Franche-Comté, Besançon",Besançon,True,diesel,Renault Clio,5.0,6.0,diesel,0.16,,9,5
298,298,Besançon,Dijon,2025-05-02 18:45:00,2025-05-03 11:00:00,Conference,True,plane,,1,781,0,100,120,150,370,Dole-Jura,Amélie,Jean,"58, rue Xavier Rodriguez, 05751 Andre-sur-Mer","Université de Franche-Comté, Besançon",Besançon,True,diesel,Peugeot 208,5.0,4.0,diesel,0.155,,18,1
299,299,Montbéliard,Nice,2025-05-03 19:15:00,2025-05-06 11:00:00,Meeting,True,car,Tesla Model 3,0,529,30,300,0,77,407,,Marguerite,Blanc,"chemin de Joseph, 93932 Fabrenec","Université de Franche-Comté, Montbéliard",Montbéliard,True,electric,Tesla Model 3,5.0,4.0,electric,0.03,0.15,19,0
300,300,Besançon,Nice,2025-05-04 11:00:00,2025-05-05 11:45:00,Training,True,plane,,0,100,0,100,120,130,350,Dole-Jura,Victoire,Bègue,"197, rue de Charrier, 15236 Dupré","Université de Franche-Comté, Besançon",Besançon,True,diesel,Renault Clio,5.0,9.0,diesel,0.16,,11,8
